,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,ID,gr_engine_active,sm_active,sm_occupancy,dram_active,fp64_active,fp32_active,fp16_active,pcie_tx_bytes,pcie_rx_bytes,gpu_utilization,MCUTL,MUSAM,GUSAM,power_usage,TOTEC,pstate,gpu_temp,memory_temp,sm_clock,run_time,application,sm_app_clock,fp_active,predicted_power_usage,n_run_time,predicted_n_run_time,energy,n_energy,predicted_n_energy
18,18,18,18,0.0,0.96425456,0.96151054,0.49232778,0.1889536,0.2939942,0.000875272,0.0,106364775.8071066,128658311.24655548,96.07324,24.343727,23.8934,95.675125,201.83685,3386.970562726614,0.0,38.546772,49.78898,1140.0,22.0,LAMMPS,1140,0.294431836,203.81413,0.6111111111111112,0.5688701,4440.4107,123.34474166666668,115.94377005847753
19,19,19,19,0.0,0.9681703,0.9645772,0.49373883,0.1909899,0.29421788,0.0011262627,0.0,102563387.74747474,141741143.47402596,96.17821,24.232323,23.722944,95.7951,198.44777,3335.3756955266954,0.0,38.1645,49.738094,1125.0,21.666666666666668,LAMMPS,1125,0.29478101135,203.015,0.6018518518518519,0.57033,4299.701683333334,119.43615787037037,115.78554977476595
20,20,20,20,0.0,0.9717012,0.96643174,0.49570265,0.18881844,0.2976047,0.0010071481,0.0,87034229.71551108,108227101.0371694,96.57755,24.216583,23.639029,96.12509,197.10796,3316.927400285919,0.0,37.974266,49.488922,1110.0,21.33333333333333,LAMMPS,1110,0.29810827405,200.97421,0.5925925925925924,0.57233006,4204.969813333332,116.80471703703701,115.0235811896354
21,21,21,21,0.0,0.97084844,0.96447015,0.4964316,0.1927965,0.2916063,0.000997193,0.0,68908716.66666667,108023786.58385964,96.48421,23.70386,23.372631,95.98176,194.84692,3326.4445957894736,0.0,37.7586,49.37965,1095.0,22.0,LAMMPS,1095,0.2921048965,200.77617,0.6111111111111112,0.5722791,4286.63224,119.0731177777778,114.9000049956143
22,22,22,22,0.0,0.96724355,0.96144927,0.49589714,0.18477187,0.2950602,0.0009657103,0.0,59339105.0286914,134715665.26032192,96.43947,23.615116,23.080477,96.0084,193.29568,3337.396135059482,0.0,37.63401,49.273617,1080.0,22.0,LAMMPS,1080,0.29554305515,197.0634,0.6111111111111112,0.57380044,4252.50496,118.1251377777778,113.0750665349722
23,23,23,23,0.0,0.9710369,0.96904045,0.4969254,0.1804659,0.30021095,0.00088849437,0.0,70690842.25852273,116322336.7734375,96.46094,23.241478,22.682528,96.07244,190.88454,3356.809227272727,0.0,37.44176,49.198864,1065.0,22.33333333333333,LAMMPS,1065,0.300655197185,194.89693,0.6203703703703702,0.57918215,4263.088059999999,118.41911277777774,112.88082255205632
24,24,24,24,0.0,0.9720211,0.9689789,0.49642575,0.17989303,0.30074033,0.0008930331,0.0,95731740.65587614,117698982.8578466,96.54117,22.982407,22.589725,96.08093,189.87314,3351.902542575652,0.0,37.351864,49.099224,1050.0,22.666666666666668,LAMMPS,1050,0.30118684655,194.05519,0.6296296296296297,0.58109415,4303.791173333334,119.54975481481482,112.76433486622453
25,25,25,25,0.0,0.97074145,0.9677291,0.49728256,0.18051372,0.2985041,0.00091152266,0.0,68208956.2914952,81672723.61659808,96.58848,22.78258,22.28395,96.16324,188.90265,3346.9995596707818,0.0,37.14472,49.07613,1035.0,22.666666666666668,LAMMPS,1035,0.29895986133,193.29152,0.6296296296296297,0.58279306,4281.7934000000005,118.93870555555556,112.64895582618713
26,26,26,26,0.0,0.9706015,0.9677243,0.4999546,0.17940253,0.29673097,0.0009425902,0.0,94112286.66288383,111704076.04138853,96.59613,22.532711,22.03004,96.1482,185.91719,3372.442819092123,0.0,36.941254,49.00601,1020.0,23.0,LAMMPS,1020,0.2972022651,192.02068,0.6388888888888888,0.58650994,4276.09537,118.78042694444444,112.6220380832386
27,27,27,27,0.0,0.96980184,0.96948045,0.49465606,0.17317694,0.3006216,0.0009403579,0.0,98893090.79920477,93258226.85553348,96.574554,22.032473,21.671305,96.08748,184.48337,3363.9318482438703,0.0,36.81312,48.833,1005.0,23.0,LAMMPS,1005,0.30109177895,189.31036,0.6388888888888888,0.59564143,4243.11751,117.86437527777777,112.7610943379283
28,28,28,28,0.0,0.9671536,0.9621647,0.4919987,0.17136471,0.2988294,0.00097581703,0.0,90822240.05751634,105662015.3496732,96.58105,21.96013,21.444445,96.10196,182.87904,3367.131101960784,0.0,36.679085,48.67124,990.0,23.0,LAMMPS,990,0.29931730851500005,188.02538,0.6388888888888888,0.6007407,4206.21792,116.83938666666666,112.95449297590733
29,29,29,29,0.0,0.9711729,0.97042066,0.49695614,0.17061226,0.30307743,0.00094774197,0.0,113004201.85870968,102848129.28967744,96.79613,21.712904,21.203226,96.27677,181.52194,3361.565984516129,0.0,36.552902,48.74,975.0,23.33333333333333,LAMMPS,975,0.303551300985,186.86412,0.648148148148148,0.61343,4235.511933333332,117.65310925925924,114.62806146560669
30,30,30,30,0.0,0.9695765,0.9644715,0.4942054,0.16558862,0.3045918,0.00096928986,0.0,98276356.5668586,112694783.46896993,96.66859,21.370441,20.960333,96.119644,179.83325,3400.2019347408827,0.0,36.40499,48.601406,960.0,24.0,LAMMPS,960,0.30507644493,184.09833,0.6666666666666666,0.62536657,4315.998,119.88883333333332,115.12894091071487
31,31,31,31,0.0,0.9690156,0.96852,0.49139875,0.16227563,0.30528313,0.00095250004,0.0,79260179.043125,98830758.73625,96.88875,21.2875,20.6075,96.280624,178.29422,3395.073695625,0.0,36.29375,48.633125,945.0,23.666666666666668,LAMMPS,945,0.30575938002,182.05501,0.6574074074074074,0.6345455,4219.629873333333,117.21194092592593,115.52218826675833
32,32,32,32,0.0,0.9689246,0.96409774,0.49755225,0.16500124,0.30286086,0.0010389611,0.0,76464031.135436,103977131.73654915,96.88312,20.884972,20.371058,96.35622,176.56615,3386.375858998145,0.0,36.141003,48.53185,930.0,24.0,LAMMPS,930,0.30338034055,182.24489,0.6666666666666666,0.6435603,4237.5876,117.71076666666666,117.28557432076335
33,33,33,33,0.0,0.9705367,0.971079,0.49610013,0.16141418,0.3095858,0.00093283586,0.0,93358221.64116916,98324561.72761194,96.95771,20.649876,20.284204,96.4347,174.9797,3403.6279166666664,0.0,36.067165,48.59826,915.0,24.0,LAMMPS,915,0.31005221793000004,180.78355,0.6666666666666666,0.66179186,4199.5128,116.65313333333333,119.6410820030421
34,34,34,34,0.0,0.96781695,0.96895695,0.49255818,0.1609703,0.31134304,0.0010278788,0.0,111674338.05939394,138024999.00666666,96.87454,20.42,19.95697,96.321815,172.82076,3433.2045060606065,0.0,35.877575,48.312122,900.0,24.33333333333333,LAMMPS,900,0.3118569794,180.35814,0.6759259259259258,0.67445356,4205.305159999999,116.81403222222221,121.64318897351146
35,35,35,35,0.0,0.97222084,0.96928823,0.49352106,0.15894584,0.3113123,0.0011708785,0.0,90401353.76474129,103780171.4368231,96.944046,20.305656,19.720217,96.37906,172.19156,3442.4533357400724,0.0,35.773766,48.303852,885.0,25.0,LAMMPS,885,0.31189773925,178.61528,0.6944444444444444,0.6855099,4304.789000000001,119.57747222222223,122.44254632505418
36,36,36,36,0.0,0.97232044,0.971331,0.49475822,0.15503052,0.30987793,0.0009330986,0.0,93659262.21420188,105864022.2846244,96.913734,19.673122,19.259977,96.33157,168.74313,3448.662348004694,0.0,35.48709,48.130283,870.0,25.0,LAMMPS,870,0.31034447930000003,176.28984,0.6944444444444444,0.6947016,4218.5782500000005,117.18272916666666,122.4688360264635
37,37,37,37,0.0,0.97335225,0.97230554,0.4925281,0.15184961,0.31101125,0.0009508585,0.0,68542100.13084665,97203973.69863825,97.111305,19.668444,18.99704,96.536415,168.31073,3455.913352871521,0.0,35.35465,48.168148,855.0,25.0,LAMMPS,855,0.31148667925,174.17818,0.6944444444444444,0.7066789,4207.76825,116.8824513888889,123.08804933958649
38,38,38,38,0.0,0.9752408,0.97137296,0.49960518,0.15439884,0.3121994,0.00093218393,0.0,86654234.95287356,93174683.0551724,97.08046,19.210344,18.826437,96.340805,166.84532,3456.61593045977,0.0,35.20632,48.056896,840.0,25.33333333333333,LAMMPS,840,0.31266549196500004,173.61061,0.7037037037037036,0.7173611,4226.748106666666,117.4096696296296,124.5414968709004
39,39,39,39,0.0,0.9737057,0.9695852,0.4945993,0.15017317,0.3124499,0.0009258631,0.0,68635608.79852858,95401683.02490096,97.34692,19.170345,18.72892,96.709114,166.07419,3482.11952065648,0.0,35.101868,48.03056,825.0,25.666666666666668,LAMMPS,825,0.31291283155,170.8376,0.712962962962963,0.7340758,4262.570876666667,118.40474657407407,125.40774527339936
40,40,40,40,0.0,0.97518045,0.97118264,0.49721688,0.14456953,0.30940562,0.0009569537,0.0,63574550.49558499,103563949.94315672,97.35817,18.588852,18.056843,96.80132,161.83755,3501.981378587197,0.0,34.859272,47.86424,810.0,26.0,LAMMPS,810,0.30988409685,167.87123,0.7222222222222222,0.7499007,4207.7762999999995,116.88267499999999,125.88675266221642
41,41,41,41,0.0,0.9740776,0.97309387,0.49716008,0.14406402,0.31453934,0.0011204558,0.0,56948215.19262072,90221767.61475857,97.588715,18.199131,17.823114,96.96582,160.46643,3496.411943570266,0.0,34.69235,47.867065,795.0,26.0,LAMMPS,795,0.3150995679,166.10858,0.7222222222222222,0.7689676,4172.12718,115.89242166666666,127.7321208326149
42,42,42,42,0.0,0.9761658,0.9733977,0.4925597,0.14166951,0.31833208,0.0010133262,0.0,73776934.31343284,100703661.71108742,97.384865,18.082623,17.592218,96.76759,159.2759,3532.482932835821,0.0,34.54371,47.735607,780.0,27.0,LAMMPS,780,0.31883874310000004,164.02861,0.75,0.7884823,4300.4493,119.45692500000001,129.333657054435
43,43,43,43,0.0,0.9778043,0.97455287,0.49660707,0.14148594,0.32038376,0.001001022,0.0,69699401.29790495,72547053.76801227,97.55953,17.825754,17.30608,96.87839,158.30008,3536.7548502810423,0.0,34.351048,47.656105,765.0,26.666666666666668,LAMMPS,765,0.320884271,162.78615,0.7407407407407408,0.80625904,4221.335466666667,117.25931851851854,131.2478043835938
44,44,44,44,0.0,0.9769067,0.97514117,0.49435562,0.14142993,0.3224015,0.001018454,0.0,66907584.24089775,83203435.71421446,97.48379,17.528679,17.125187,96.85037,156.02834,3530.780456359102,0.0,34.277805,47.570076,750.0,27.0,LAMMPS,750,0.322910727,161.94449,0.75,0.82276464,4212.765179999999,117.021255,133.24219921904802
45,45,45,45,0.0,0.97972965,0.97498506,0.49904338,0.13324916,0.3144747,0.0010096387,0.0,46340959.6939759,71105197.19036144,97.82651,16.731085,16.309397,97.179276,152.27924,3659.4965291566255,0.0,33.831806,47.36675,735.0,29.0,LAMMPS,735,0.31497951935,159.13084,0.8055555555555556,0.83532786,4416.09796,122.66938777777777,132.92642462491037
46,46,46,46,0.0,0.9777333,0.9750754,0.49801442,0.13190004,0.31489667,0.0010014416,0.0,57171149.55886593,80060055.64440173,97.89476,16.600674,16.298414,97.198944,150.63548,3608.1068846708313,0.0,33.74964,47.358,720.0,28.0,LAMMPS,720,0.3153973908,157.99466,0.7777777777777778,0.84980166,4217.79344,117.16092888888889,134.264124273417
47,47,47,47,0.0,0.97878313,0.9769962,0.49882102,0.13163541,0.31836033,0.0010094697,0.0,52679478.95975379,71116006.54214016,97.94081,16.556818,15.983428,97.29072,149.66496,3610.359960227273,0.0,33.619793,47.271782,705.0,28.666666666666668,LAMMPS,705,0.31886506485000005,157.1342,0.7962962962962963,0.8646173,4290.39552,119.17765333333334,135.86094587374924
48,48,48,48,0.0,0.9755379,0.97372204,0.49718767,0.1258837,0.31100133,0.0010105728,0.0,97271430.6753304,63616698.369163,97.79295,15.794273,15.323348,97.08282,145.92851,3659.5201339207047,0.0,33.338326,47.15903,690.0,29.0,LAMMPS,690,0.31150661640000005,155.12982,0.8055555555555556,0.87497795,4231.9267899999995,117.55352194444444,135.7351713106084
49,49,49,49,0.0,0.97931397,0.97548884,0.50035983,0.122428074,0.30729428,0.0010271098,0.0,44934431.63489287,83451774.28246611,98.06471,15.389593,14.8788805,97.341934,143.85051,3680.618983821601,0.0,33.112373,47.044163,675.0,29.666666666666668,LAMMPS,675,0.30780783489999997,153.58107,0.8240740740740741,0.88781,4267.565130000001,118.54347583333335,136.3508085029483
50,50,50,50,0.0,0.97760016,0.97624177,0.49874353,0.12122237,0.3152375,0.0010388602,0.0,58235504.28583765,68897498.20725389,97.99309,15.221071,14.644215,97.247406,142.58447,3710.0357137305696,0.0,32.98748,47.012955,660.0,30.0,LAMMPS,660,0.3157569301,152.14082,0.8333333333333334,0.9031026,4277.534100000001,118.82039166666668,137.39876656821608
51,51,51,51,0.0,0.9767132,0.9738062,0.49761716,0.11885916,0.3175459,0.0010008536,0.0,60302109.44046095,83282759.25650875,98.1114,15.033291,14.3755865,97.3073,141.9921,3739.4621762697393,0.0,32.86214,46.837814,645.0,31.0,LAMMPS,645,0.3180463268,150.7617,0.8611111111111112,0.9171224,4401.755099999999,122.270975,138.26693569741843
52,52,52,52,0.0,0.9821585,0.9785384,0.5018068,0.10803741,0.2944142,0.0010277671,0.0,45853880.456999615,61637613.29618203,98.36444,13.792132,13.267258,97.555725,135.03772,3865.220683378327,0.0,32.31932,46.62399,630.0,32.333333333333336,LAMMPS,630,0.29492808355,147.70056,0.8981481481481483,0.926039,4366.219613333334,121.28387814814816,136.77647599931717
53,53,53,53,0.0,0.9812499,0.9776537,0.5044809,0.10783571,0.295688,0.001050135,0.0,42349498.62244505,56488977.52911685,98.370224,13.626687,13.098727,97.54917,134.5547,3876.948192055536,0.0,32.1936,46.61165,615.0,33.0,LAMMPS,615,0.2962130675,146.97978,0.9166666666666666,0.9389714,4440.3051,123.34180833333332,138.00980983664275
54,54,54,54,0.0,0.9804309,0.9774462,0.5010641,0.10575649,0.3011191,0.0010568703,0.0,46048607.61374046,70717779.02709924,98.44237,13.429008,12.90229,97.58969,133.05782,3889.496185496184,0.0,32.058014,46.52023,600.0,33.333333333333336,LAMMPS,600,0.30164753515,145.62206,0.925925925925926,0.9516673,4435.260666666667,123.2016851851852,138.5837539431858
55,55,55,55,0.0,0.9831831,0.98022145,0.5038917,0.10387719,0.30303723,0.0010517306,0.0,52912860.46408634,67350575.44585039,98.45218,13.188314,12.676219,97.603645,132.0978,3923.226976181615,0.0,31.940826,46.37328,585.0,33.666666666666664,LAMMPS,585,0.3035630953,144.3846,0.9351851851851851,0.9634511,4447.2926,123.53590555555556,139.10749988461734
56,56,56,56,0.0,0.98288405,0.9769592,0.50066656,0.10300926,0.3043794,0.0010351982,0.0,55038622.69803631,74729261.92219341,98.4246,12.998888,12.529455,97.60467,130.66917,3951.86983364209,0.0,31.771397,46.299,570.0,34.0,LAMMPS,570,0.3048969991,143.37004,0.9444444444444444,0.9750166,4442.7517800000005,123.40977166666667,139.78816807285307
57,57,57,57,0.0,0.984557,0.9790868,0.50200367,0.10203738,0.30667937,0.0010388421,0.0,50106858.26932942,50918033.288750455,98.518875,12.858556,12.30011,97.63979,129.80469,3957.607048002931,0.0,31.66691,46.23012,555.0,34.333333333333336,LAMMPS,555,0.30719879105000003,142.3062,0.9537037037037037,0.9864308,4456.62769,123.79521361111111,140.37522209826707
58,58,58,58,0.0,0.98026854,0.9769486,0.50157297,0.09936485,0.30847844,0.001046729,0.0,60181956.46081956,75289779.04565062,98.392525,12.608555,12.140187,97.560745,127.92198,3978.0265294751975,0.0,31.560747,46.234722,540.0,35.0,LAMMPS,540,0.30900180450000003,140.94078,0.9722222222222222,0.9971014,4477.2693,124.36859166666667,140.53225273710964
59,59,59,59,0.0,0.98175603,0.9784689,0.50429755,0.097865835,0.31105804,0.0010125131,0.0,60295485.727841504,72682437.09697601,98.50434,12.345846,11.913451,97.66319,127.211395,4031.468349669795,0.0,31.440737,46.005215,525.0,36.0,LAMMPS,525,0.31156429654999995,140.22621,1.0,1.0077537,4579.61022,127.211395,141.31348614605784
60,60,60,60,0.0,0.9820554,0.9773385,0.5035982,0.09604586,0.31169507,0.0009921287,0.0,71715849.64647502,65187310.37474333,98.46851,12.083162,11.604381,97.60849,125.843994,4029.441123887748,0.0,31.345654,46.11499,510.0,36.0,LAMMPS,510,0.31219113435,139.50703,1.0,1.0185705,4530.383784,125.843994,142.09775120671628
