,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,ID,gr_engine_active,sm_active,sm_occupancy,dram_active,fp64_active,fp32_active,fp16_active,pcie_tx_bytes,pcie_rx_bytes,gpu_utilization,MCUTL,MUSAM,GUSAM,power_usage,TOTEC,pstate,gpu_temp,memory_temp,sm_clock,run_time,application,sm_app_clock,fp_active,predicted_power_usage,n_run_time,predicted_n_run_time,energy,n_energy,predicted_n_energy
0,0,0,0,0.0,0.41643244,0.027810812,0.006810811,0.0021621622,0.0,0.001,0.0,35251632.567567565,142655389.02702704,31.621622,0.0,0.0,30.756756,88.90605,2782.899324324324,0.0,25.64865,41.91892,1410.0,26.45656013488769,LSTM,1410,0.0005,93.697624,0.8084072422461043,0.5972504,2352.1482581803316,71.87229469949425,55.96094359798288
1,1,1,1,0.0,0.39995,0.029725,0.007225,0.00235,0.0,0.001,0.0,33966855.2,130567730.4,34.6,0.0,0.0,34.175,87.28015,2654.93885,0.0,26.0,42.475,1395.0,26.473613500595093,LSTM,1395,0.0005,92.01036,0.8089283252694545,0.60286564,2310.6209573739648,70.60338556876678,55.469884232075216
2,2,2,2,0.0,0.40373683,0.024403509,0.0061929827,0.0025964912,0.0,0.001,0.0,44129495.22807018,146319831.36842105,34.070175,0.0,0.0,33.63158,85.187874,2663.6737719298244,0.0,26.0,42.614037,1380.0,27.085447629292805,LSTM,1380,0.0005,90.64501,0.8276235425679548,0.60878944,2307.351699877794,70.50349006371256,55.1837252365303
3,3,3,3,0.0,0.40208474,0.02801695,0.0070169494,0.0021525424,0.0,0.001,0.0,34771685.118644066,130362548.23728812,36.40678,0.0,0.0,35.864407,83.49026,2683.646644067797,0.0,26.0,42.101696,1365.0,27.316137393315632,LSTM,1365,0.0005,88.01728,0.834672504148647,0.6171739,2280.6314131636445,69.68702438622162,54.32196885757446
4,4,4,4,0.0,0.3950588,0.022352941,0.0057058823,0.0029411765,0.0,0.001,0.0,35641854.568627454,134224864.4117647,37.372547,0.0,0.0,36.764706,82.262375,2476.4199411764703,0.0,26.0,42.0,1350.0,25.426289478937782,LSTM,1350,0.0005,87.7633,0.7769262690773644,0.62413925,2091.626959974935,63.91180009419306,54.7765201802671
5,5,5,5,0.0,0.4097037,0.026574075,0.0069814813,0.002537037,0.0,0.001,0.0,34336658.87037037,137658213.64814815,36.592594,0.0,0.0,36.37037,81.21843,2450.780611111111,0.0,25.925926,42.0,1335.0,25.559815804163616,LSTM,1335,0.0005,85.57302,0.7810063024525548,0.63003564,2075.928110703356,63.432105705301645,53.9140523205328
6,6,6,6,0.0,0.3763077,0.0238,0.0057384614,0.0023538463,0.0,0.001,0.0,30987624.215384614,115779452.27692308,37.16923,0.0,0.0,36.184616,79.4736,2433.2187384615386,0.0,25.215385,42.0,1320.0,25.79152743021648,LSTM,1320,0.0005,83.153145,0.7880864880722547,0.6357269,2049.7455343780525,62.63207031845914,52.86269348350525
7,7,7,7,0.0,0.4177164,0.017656717,0.0042835823,0.0021492539,0.0,0.001,0.0,31635799.01492537,120400684.13432837,38.52239,0.0,0.0,37.955223,78.664055,2373.2168059701494,0.0,25.014925,42.0,1305.0,25.30121755599976,LSTM,1305,0.0005,82.233864,0.7731045686072638,0.64001524,1990.2963693921308,60.81554030567308,52.63092657281971
8,8,8,8,0.0,0.40518665,0.029213334,0.00724,0.0024666667,0.0,0.001,0.0,34042567.82666667,124832288.25333332,36.12,0.0,0.0,35.906666,77.78496,2444.2363333333333,0.0,25.0,42.0,1290.0,26.866380612055465,LSTM,1290,0.0005,81.69307,0.8209297258975712,0.64372504,2089.80034125351,63.855985891753534,52.587874555348165
9,9,9,9,0.0,0.43337178,0.023538463,0.0061794873,0.0025641026,0.0,0.001,0.0,34368366.65384615,126541086.64102563,37.794872,0.0,0.0,36.5,76.42654,2299.246307692308,0.0,25.0,42.0,1275.0,25.24058453241984,LSTM,1275,0.0005,80.48105,0.7712518645848446,0.6472527,1929.0505433903663,58.944111478768214,52.09157521086335
